TypeName,ScreenResolution,Cpu,Ram,Memory,Gpu,Price
5,38,98,16.0,36,96,175770.72
1,4,9,2.0,4,1,17582.4
3,15,80,16.0,21,54,87858.72
1,4,58,8.0,21,54,60031.1088
5,18,116,16.0,21,105,233845.92
0,5,9,4.0,14,1,25308.0
1,15,87,8.0,21,47,101232.0
1,4,70,4.0,12,43,30849.12
1,4,80,4.0,21,54,45282.672
2,22,71,8.0,21,58,63882.72
1,18,67,8.0,22,57,58554.72
5,15,90,8.0,21,87,83170.08
4,38,94,16.0,30,97,152859.7872
1,4,58,4.0,21,54,31914.72
4,18,94,8.0,22,57,55837.44
3,15,98,16.0,21,54,99047.52
3,25,83,8.0,21,75,83063.52
3,14,58,8.0,21,54,60153.12
1,4,35,4.0,9,47,45234.72
1,4,65,4.0,14,47,34898.4
1,4,29,4.0,12,22,25059.7152
4,24,90,16.0,22,51,58554.72
3,20,80,8.0,21,54,85194.72
1,4,29,4.0,12,13,15877.44
1,15,80,16.0,19,36,62938.0656
2,20,80,16.0,21,81,95850.72
1,9,65,4.0,14,47,54345.6
4,15,94,8.0,12,57,58554.72
2,20,80,12.0,10,40,44701.92
1,34,108,16.0,31,105,126273.6
1,18,44,4.0,14,54,33886.08
4,15,94,16.0,31,82,154458.72
1,1,43,8.0,14,13,31003.632
4,18,94,32.0,39,106,191211.264
4,18,90,16.0,30,97,125208.0
3,18,100,16.0,31,64,93985.92
1,4,17,8.0,12,8,17529.12
3,15,80,16.0,31,54,122490.72
4,18,94,16.0,30,82,100752.48
4,15,67,8.0,22,57,58021.92
4,18,94,4.0,12,57,53226.72
4,18,94,16.0,30,82,122490.72
4,15,67,8.0,21,57,52480.8
4,15,94,8.0,22,69,71341.92
1,1,14,4.0,4,3,10810.512
2,16,80,8.0,31,54,104961.6
2,20,58,8.0,21,38,51095.52
3,17,73,8.0,20,55,62071.2
2,32,58,8.0,21,54,124142.4
1,4,14,4.0,4,3,15930.72
1,4,58,8.0,14,54,43156.8
2,16,80,8.0,21,54,71874.72
1,15,35,8.0,21,21,39373.92
5,15,94,8.0,21,91,110017.872
1,15,58,8.0,21,54,58554.72
3,15,58,8.0,21,54,79866.72
1,39,67,8.0,21,57,93186.72
0,4,29,4.0,14,13,39640.32
0,4,75,8.0,21,54,74005.92
1,4,65,4.0,9,47,41558.4
1,4,49,8.0,10,25,33513.12
4,34,94,16.0,31,71,89457.12
1,15,58,4.0,12,29,32447.52
4,18,94,12.0,12,79,93186.72
4,15,94,16.0,34,97,128671.2
3,15,58,8.0,21,54,79866.72
1,15,80,8.0,12,72,51202.08
1,15,58,8.0,21,18,42081.0768
3,15,80,8.0,21,54,99047.52
3,31,97,16.0,31,54,95850.72
0,4,9,4.0,5,1,20512.8
4,18,94,16.0,22,82,133467.4656
1,4,65,4.0,9,47,40226.4
1,4,35,4.0,9,47,26101.872
3,4,58,4.0,14,54,58075.2
3,18,80,8.0,31,54,133146.72
4,15,67,8.0,21,57,63882.72
3,18,58,8.0,24,54,99900.0
1,4,37,4.0,14,10,26586.72
2,19,58,8.0,21,54,72354.24
1,4,35,4.0,9,47,31168.8
0,9,9,4.0,4,1,18914.4
1,18,44,8.0,14,54,32980.32
4,39,115,32.0,31,109,292986.72
3,29,100,16.0,31,47,111834.72
1,15,58,4.0,12,15,27652.32
1,15,65,8.0,21,47,63190.08
1,18,75,8.0,21,54,87912.0
4,15,94,16.0,30,97,147832.2864
4,15,94,16.0,30,97,128884.32
1,4,44,4.0,9,54,35644.32
1,4,21,4.0,5,1,17316.0
1,15,58,8.0,7,54,31435.2
4,15,90,16.0,34,82,95850.72
4,18,94,32.0,34,97,163723.5792
1,8,58,8.0,12,48,48484.8
1,4,58,8.0,14,54,38041.3872
3,15,77,8.0,31,47,99633.6
1,15,80,4.0,21,18,39373.92
2,5,14,4.0,4,3,32767.2
3,18,65,8.0,31,46,54665.28
2,20,58,8.0,21,54,121318.56
3,15,77,8.0,31,47,78215.04
1,4,9,4.0,14,1,15930.72
4,15,94,16.0,22,82,101178.72
1,15,80,8.0,12,36,46087.2
3,18,94,8.0,21,72,101391.84
1,18,80,8.0,21,34,41931.36
1,15,58,8.0,14,54,50349.6
1,4,29,4.0,12,13,23922.72
2,20,98,8.0,21,54,136343.52
1,20,65,8.0,12,47,34578.72
1,15,34,4.0,12,47,24988.32
1,18,58,8.0,12,54,45323.1648
1,15,75,8.0,21,70,71874.72
1,15,58,4.0,14,54,68464.8
4,18,67,8.0,12,57,54185.76
3,27,107,16.0,31,80,119347.2
1,15,65,4.0,9,47,48484.8
3,4,65,8.0,21,47,58341.6
2,16,80,8.0,21,54,103896.0
1,18,58,8.0,21,54,48058.56
5,15,94,8.0,12,86,94731.84
1,4,58,4.0,9,54,56210.4
1,15,35,4.0,12,19,25521.12
1,18,80,8.0,21,54,73952.64
1,18,44,4.0,18,54,39160.8
3,15,80,16.0,21,40,98514.72
3,15,98,8.0,21,54,90043.2
1,4,29,4.0,12,13,21258.1872
3,18,65,8.0,21,40,49816.8
1,15,58,4.0,22,40,48618.0
1,15,58,4.0,21,54,44701.92
2,20,58,4.0,21,54,90576.0
2,5,58,4.0,9,54,36486.144
1,4,14,4.0,4,3,18541.44
1,18,77,8.0,12,40,35644.32
1,4,25,4.0,9,6,19660.32
2,20,58,4.0,21,54,95850.72
1,4,34,4.0,12,21,24279.696
4,15,67,12.0,22,57,72988.272
0,9,9,4.0,4,1,15824.16
1,8,22,4.0,9,4,20193.12
1,15,58,4.0,14,54,67399.2
2,27,80,16.0,21,54,74538.72
3,15,80,8.0,21,54,90522.72
3,18,58,8.0,21,54,95850.72
4,38,90,16.0,29,82,141138.72
1,15,58,8.0,21,54,78588.0
4,15,94,8.0,12,49,49497.12
1,15,80,8.0,12,48,47952.0
1,4,34,4.0,12,21,32713.92
1,15,75,8.0,9,54,49816.8
2,27,95,8.0,31,75,107257.968
4,18,112,32.0,23,90,68145.12
2,20,95,16.0,21,75,87858.72
3,18,80,8.0,24,54,109170.72
1,18,58,8.0,31,54,104588.1072
3,16,80,16.0,31,54,111834.72
0,15,80,8.0,31,54,79014.24
1,18,2,4.0,5,6,19127.52
1,18,70,8.0,22,51,42037.92
3,16,80,8.0,31,54,101178.72
1,15,79,8.0,21,54,64202.4
3,39,105,8.0,37,74,165168.0
1,15,80,6.0,21,40,42037.92
1,15,80,8.0,21,48,54291.7872
1,15,44,4.0,12,54,26586.72
1,15,58,4.0,14,54,46939.68
1,15,58,8.0,21,54,51148.8
4,15,94,16.0,30,71,85194.72
4,15,94,16.0,22,71,71874.72
4,15,67,8.0,22,57,59668.8048
1,4,58,4.0,12,18,36496.2672
3,15,77,8.0,21,65,69103.6272
2,16,58,8.0,31,54,97236.0
1,4,65,4.0,9,47,38889.072
3,18,80,8.0,21,54,87912.0
1,15,65,8.0,21,47,62071.2
1,4,58,4.0,12,54,37725.4368
1,4,65,4.0,9,47,61218.72
1,4,29,4.0,12,13,16463.52
3,15,65,4.0,9,47,84129.12
1,4,9,4.0,12,1,15392.592
2,22,96,16.0,36,78,95850.72
1,18,65,4.0,14,47,58874.4
0,15,65,8.0,21,47,88924.32
1,4,34,4.0,12,47,29762.208
4,15,94,8.0,22,57,63882.72
4,35,112,16.0,34,109,146946.24
4,18,70,8.0,22,67,74538.72
1,8,25,4.0,12,22,28238.4
1,4,58,4.0,9,54,32980.32
1,4,65,8.0,21,47,59620.32
2,16,78,8.0,21,74,69210.72
4,18,62,16.0,34,44,53226.72
3,20,58,8.0,21,6,78438.816
1,15,80,8.0,12,22,36496.8
1,8,34,4.0,12,36,35111.52
1,4,9,4.0,4,1,18594.72
5,18,108,8.0,33,87,119826.72
3,15,98,8.0,21,54,94572.0
1,15,65,8.0,21,47,77788.8
2,15,69,8.0,6,74,61751.52
3,18,100,8.0,21,47,79333.3872
4,38,94,16.0,34,97,168045.12
2,20,89,8.0,21,75,101178.72
2,5,29,4.0,21,13,41292.0
3,11,77,8.0,21,47,67559.04
2,3,9,4.0,4,1,20725.92
1,15,87,8.0,21,47,81784.8
3,18,75,8.0,21,54,93772.8
1,15,58,12.0,22,43,53759.52
3,20,80,8.0,31,54,95371.2
1,4,57,8.0,12,48,45101.52
1,4,34,4.0,12,19,24808.2336
1,4,58,4.0,9,54,43956.0
1,15,44,4.0,9,54,36496.8
4,18,94,32.0,30,97,167778.72
1,15,58,6.0,21,22,37029.6
2,27,95,16.0,31,75,101178.72
3,33,100,8.0,21,47,104587.5744
4,15,90,32.0,30,97,149184.0
1,15,65,8.0,21,47,62870.4
4,15,94,16.0,30,82,109218.672
1,18,60,8.0,22,48,52161.12
1,4,65,4.0,17,47,53386.56
2,39,80,16.0,29,43,95850.72
4,15,94,16.0,30,71,93186.72
2,16,80,12.0,31,54,69210.72
1,15,65,4.0,14,47,63669.6
1,15,53,6.0,21,37,29250.72
1,4,65,4.0,21,47,34578.72
1,4,65,4.0,9,47,48751.2
1,4,58,4.0,9,19,31914.72
1,15,58,8.0,12,54,42943.68
4,18,94,8.0,22,82,63349.92
1,4,80,8.0,12,36,39906.72
1,15,58,8.0,14,53,59620.32
0,15,105,8.0,31,74,101658.24
1,15,35,4.0,22,20,26586.72
1,4,14,4.0,14,3,14418.6336
1,15,65,8.0,21,47,71874.72
1,11,58,8.0,21,54,61272.0
3,16,80,8.0,21,54,71874.72
1,4,29,4.0,9,13,20246.4
4,15,94,16.0,30,71,95850.72
3,15,80,8.0,31,54,111301.92
4,18,94,8.0,22,57,67132.8
1,18,58,8.0,21,54,63349.92
1,4,44,4.0,14,54,29144.16
1,4,58,4.0,9,54,41505.12
1,15,65,4.0,14,47,63669.6
1,4,87,4.0,21,47,58607.4672
1,15,58,4.0,21,54,64202.4
3,15,100,8.0,21,47,77202.72
1,15,58,8.0,21,48,55904.5728
1,4,44,4.0,9,54,36443.52
4,15,67,8.0,15,57,50562.72
3,15,58,4.0,9,54,81997.92
1,15,58,4.0,21,54,84715.2
3,15,77,8.0,21,47,100550.5488
1,4,44,4.0,9,54,42624.0
1,4,65,8.0,21,47,64468.8
1,4,44,4.0,21,54,41025.0672
1,38,108,16.0,31,102,158135.04
1,18,65,8.0,21,47,79387.2
1,15,77,8.0,21,47,118761.12
2,16,56,4.0,12,47,42410.3472
3,15,65,8.0,21,47,84715.2
1,18,58,8.0,21,54,61218.72
1,15,80,8.0,21,48,63159.7104
1,15,87,8.0,9,47,55754.3232
3,4,58,4.0,21,54,83063.52
1,4,58,4.0,9,54,63349.92
1,4,58,4.0,9,54,56476.8
3,27,58,8.0,21,54,86526.72
1,15,58,8.0,21,48,57542.4
1,4,58,4.0,21,54,51841.44
1,4,32,6.0,12,12,21791.52
4,15,94,8.0,22,57,63499.104
1,15,65,8.0,21,47,63669.6
1,15,77,8.0,21,47,65480.5872
3,15,77,8.0,21,47,71874.72
1,4,58,4.0,9,54,39533.76
3,18,100,8.0,21,47,91908.0
1,15,87,8.0,21,47,56633.976
1,15,58,8.0,21,54,53839.9728
2,16,77,4.0,21,47,45128.16
1,4,1,2.0,4,1,11231.424
1,18,77,16.0,21,64,75924.0
1,15,65,8.0,21,47,55922.688
1,15,65,4.0,9,47,53280.0
1,15,87,8.0,25,47,112065.9552
1,15,65,8.0,21,47,78268.32
4,18,112,16.0,30,90,82351.6992
4,18,90,16.0,22,90,122010.6672
0,4,9,4.0,5,1,15339.312
1,37,100,16.0,21,47,139593.6
1,18,80,8.0,12,40,52161.12
2,16,68,8.0,21,54,58288.32
1,4,58,4.0,21,54,52161.12
3,27,80,16.0,36,54,120093.12
1,4,56,4.0,9,47,37570.392
1,4,58,4.0,9,54,26586.72
1,4,31,8.0,12,12,23922.72
2,16,80,12.0,21,54,69210.72
4,15,90,16.0,30,82,96916.32
4,18,90,16.0,12,67,53173.44
1,15,58,4.0,12,6,29783.52
1,15,80,16.0,10,36,52746.6672
4,15,90,16.0,30,82,102777.12
3,15,80,8.0,21,54,77682.24
4,18,112,64.0,36,108,211788.0
2,20,77,8.0,21,47,42517.9728
4,34,90,16.0,30,83,70809.12
3,17,74,8.0,24,74,69264.0
1,4,56,4.0,9,47,25679.8944
1,4,65,4.0,9,47,63882.72
3,15,65,8.0,21,47,63882.72
1,15,80,8.0,21,54,58075.2
3,16,77,8.0,21,47,91294.7472
1,8,65,8.0,11,32,35111.52
1,18,70,4.0,12,43,52054.56
4,15,94,16.0,30,97,133146.72
1,4,65,4.0,9,47,28771.2
1,15,65,4.0,9,47,50083.2
3,32,105,8.0,31,74,74538.72
4,18,112,32.0,38,90,172627.2
2,6,40,4.0,6,1,34433.2656
3,38,80,16.0,31,54,109170.72
1,15,58,8.0,21,54,39960.0
1,15,65,4.0,9,47,54931.1472
5,15,77,8.0,21,76,79653.6
1,15,65,8.0,18,47,63882.72
1,11,47,4.0,4,74,32767.2
1,4,31,4.0,9,12,20619.36
1,4,28,4.0,9,6,20965.1472
1,4,35,4.0,12,47,18434.3472
4,18,94,8.0,30,82,85194.72
3,18,59,4.0,21,37,43601.688
0,4,65,4.0,14,47,85194.72
1,15,58,8.0,30,43,42570.72
1,15,58,8.0,12,36,34035.264
4,15,90,8.0,21,67,85194.72
1,4,25,4.0,12,8,26640.0
4,18,90,16.0,22,90,122490.72
3,4,56,4.0,9,47,60480.792
3,4,56,4.0,14,47,62176.1616
1,4,2,4.0,0,6,11135.52
5,18,90,8.0,12,100,154458.72
4,15,94,16.0,31,71,63882.72
3,4,65,8.0,21,47,75289.968
4,15,90,8.0,22,51,80516.2032
2,16,65,4.0,21,47,46193.76
1,15,26,4.0,12,9,21205.44
4,18,90,16.0,22,51,71341.92
1,27,93,8.0,21,74,90522.72
1,4,65,4.0,9,33,40980.312
1,4,34,4.0,14,47,22857.12
3,15,77,8.0,31,47,104908.32
2,6,40,4.0,6,1,29250.72
3,15,82,8.0,21,80,73473.12
4,18,112,16.0,35,90,146519.4672
3,12,77,8.0,21,47,54825.12
3,15,80,16.0,31,54,118601.28
4,15,90,8.0,22,51,69929.4672
1,15,1,4.0,4,1,10442.88
1,15,65,8.0,21,47,90043.2
1,15,65,8.0,21,47,80612.64
1,4,65,4.0,9,47,27899.0064
1,4,44,4.0,12,54,23176.8
2,16,77,8.0,21,47,88924.32
2,6,40,4.0,6,1,25521.12
3,4,87,8.0,21,47,100965.6
4,18,67,8.0,22,82,52693.92
4,18,70,8.0,22,82,60153.12
1,4,80,8.0,10,54,33513.12
2,16,100,8.0,31,88,109244.2464
1,4,14,4.0,4,3,14811.84
3,15,80,8.0,21,54,40066.56
1,15,58,4.0,12,40,32820.48
1,15,77,16.0,15,52,58554.72
5,18,90,8.0,21,107,210424.032
1,4,58,8.0,12,36,41771.52
4,15,108,16.0,30,90,127818.72
3,15,77,8.0,21,47,115709.2416
2,32,100,16.0,31,47,130003.2
4,15,94,8.0,22,57,60888.384
2,20,87,8.0,21,47,86793.12
5,18,90,8.0,21,87,118761.12
2,33,100,8.0,21,47,95850.72
5,15,90,8.0,21,87,101178.72
3,15,102,8.0,21,47,122381.496
1,15,80,8.0,21,40,53807.472
1,15,65,8.0,21,47,84129.12
2,32,77,8.0,21,47,124621.92
1,4,34,4.0,12,47,18061.92
1,4,15,4.0,9,2,15824.16
1,15,65,8.0,12,32,31914.72
4,15,94,8.0,12,49,63882.72
1,24,70,8.0,21,92,119916.2304
1,15,33,4.0,21,20,25515.2592
4,15,94,16.0,30,71,79536.384
3,15,100,12.0,31,47,122490.72
1,15,65,8.0,15,32,42010.7472
2,33,100,8.0,31,47,108744.48
3,15,100,8.0,21,47,79866.72
4,15,90,16.0,30,83,94252.32
4,18,94,8.0,12,57,47898.72
1,4,34,8.0,12,47,24455.52
1,4,65,4.0,9,47,25414.0272
4,34,94,8.0,22,71,79813.44
1,18,58,8.0,21,54,74059.2
1,15,35,4.0,12,17,24935.04
1,4,9,2.0,4,1,13266.72
4,18,80,8.0,12,57,44701.92
1,15,77,8.0,21,47,36177.12
1,15,72,16.0,31,59,61751.52
1,4,16,4.0,9,6,19660.32
1,4,65,4.0,9,47,21205.44
1,15,80,8.0,12,40,37775.52
1,15,44,4.0,21,54,40972.32
1,15,77,4.0,15,47,43956.0
4,18,90,16.0,31,63,69530.4
4,15,90,16.0,22,83,114731.5536
1,4,56,4.0,9,47,34632.0
2,32,65,8.0,21,47,87219.36
3,15,80,6.0,21,29,44275.68
1,15,80,8.0,21,72,47686.1328
1,4,10,4.0,9,3,17742.24
1,18,90,6.0,12,51,42570.72
4,18,90,8.0,30,51,48431.52
2,20,80,16.0,31,54,62817.12
1,15,58,4.0,21,40,36816.48
3,27,87,8.0,21,47,58554.72
4,18,94,16.0,30,97,138474.72
4,18,67,8.0,12,57,43636.32
2,7,51,4.0,4,28,35111.52
1,4,58,4.0,9,54,25840.8
3,17,74,8.0,24,55,61964.64
2,16,58,8.0,21,54,63882.72
1,18,94,12.0,22,57,70702.56
1,4,35,4.0,12,19,19607.04
4,18,90,16.0,34,90,114552.0
1,4,10,4.0,12,3,14492.16
4,15,94,16.0,30,82,109165.392
1,4,34,4.0,14,16,26586.72
1,4,77,8.0,9,22,33513.12
3,27,80,16.0,31,54,142790.4
4,15,90,8.0,12,82,62284.32
1,15,58,8.0,21,36,47365.92
1,4,58,8.0,21,54,30849.12
1,4,8,4.0,9,2,15930.72
1,8,34,8.0,12,40,33513.12
4,15,94,16.0,30,97,130482.72
3,17,73,8.0,20,74,68145.12
1,15,94,16.0,22,82,93186.72
4,18,90,16.0,30,82,103842.1872
2,16,58,8.0,21,54,53226.72
4,15,94,16.0,30,82,103842.72
0,4,2,2.0,3,6,9270.72
1,8,35,4.0,12,40,31861.44
1,8,58,8.0,12,54,28717.92
4,18,90,8.0,22,50,67772.16
2,16,95,8.0,21,75,61218.72
1,18,100,8.0,21,47,81465.12
4,15,90,8.0,22,82,78647.1408
1,15,45,6.0,12,37,28185.12
3,20,87,8.0,21,47,91288.3536
2,20,44,4.0,9,54,27119.52
1,4,25,4.0,12,8,16463.52
3,27,80,8.0,21,54,78694.56
1,4,58,4.0,12,47,27804.7008
4,16,90,16.0,22,51,54825.12
4,15,94,8.0,22,57,61218.72
0,16,102,16.0,31,47,87912.0
4,15,94,16.0,36,82,186426.72
1,5,44,8.0,12,54,24988.8528
4,15,94,16.0,30,82,85141.44
3,4,63,4.0,24,45,51095.52
1,15,35,4.0,12,47,25467.84
3,35,77,8.0,21,47,117119.5632
1,4,65,4.0,9,47,39267.36
4,15,90,8.0,22,51,62284.32
1,18,80,16.0,31,54,79866.72
1,15,53,6.0,21,37,31838.5296
3,15,77,8.0,21,47,68198.4
1,4,34,4.0,9,47,19276.704
2,20,80,16.0,31,40,95850.72
1,15,65,4.0,21,47,58607.4672
1,4,58,4.0,9,54,46620.0
4,18,90,16.0,30,97,123876.0
1,18,58,8.0,21,54,30529.44
2,27,89,8.0,21,75,96596.64
1,4,25,4.0,9,6,17262.72
1,4,26,4.0,9,5,21258.72
1,15,56,6.0,14,22,30316.32
1,18,65,8.0,21,47,57116.16
1,4,28,4.0,9,6,23655.7872
1,4,14,4.0,12,3,18061.92
4,18,90,16.0,22,83,101232.0
1,4,35,4.0,9,47,26107.2
1,15,77,8.0,15,32,47685.6
4,15,90,8.0,22,51,65481.12
2,20,65,4.0,14,47,44382.7728
3,18,55,8.0,31,74,38841.12
1,4,44,6.0,12,54,24455.52
1,4,9,4.0,9,1,15397.92
1,4,16,2.0,9,6,20193.12
1,18,90,8.0,12,51,47898.72
1,15,39,6.0,15,16,29303.4672
1,4,80,8.0,12,19,42943.1472
0,4,9,2.0,4,1,11135.52
1,4,77,4.0,9,29,38378.6496
2,16,77,4.0,14,47,33992.64
2,22,77,16.0,31,47,79866.72
1,4,16,2.0,6,6,12201.12
1,4,77,6.0,12,32,40705.92
